feature,r
terms_abstract_tfidf__001,0.03466750295886878
terms_abstract_tfidf__01,0.15041060813089505
terms_abstract_tfidf__05,0.1042876314627054
terms_abstract_tfidf__10,0.24270627052762372
terms_abstract_tfidf__100,-0.008016548883180053
terms_abstract_tfidf__11,0.0939854615231893
terms_abstract_tfidf__12,-0.014645290671971761
terms_abstract_tfidf__12 healthy,-0.11139711584730426
terms_abstract_tfidf__13,0.10308761271127385
terms_abstract_tfidf__14,-0.0027619150891350455
terms_abstract_tfidf__14 healthy,-0.014178644410855023
terms_abstract_tfidf__15,-0.012098747027783796
terms_abstract_tfidf__15 healthy,-0.0053476717083782805
terms_abstract_tfidf__16,0.10874637043247938
terms_abstract_tfidf__16 healthy,-0.03973043131675702
terms_abstract_tfidf__17,0.11384247662418694
terms_abstract_tfidf__18,0.15013838947751754
terms_abstract_tfidf__18 healthy,-0.058267807985032026
terms_abstract_tfidf__19,0.13303292232047173
terms_abstract_tfidf__20,0.14636335961049296
terms_abstract_tfidf__20 healthy,0.04856860521666798
terms_abstract_tfidf__200,-0.027237300654620628
terms_abstract_tfidf__2014,-0.017793949957463168
terms_abstract_tfidf__21,0.24472173576022213
terms_abstract_tfidf__22,0.1612130394927806
terms_abstract_tfidf__23,0.1043044703674922
terms_abstract_tfidf__24,0.17397242359294326
terms_abstract_tfidf__25,0.1451353768795394
terms_abstract_tfidf__26,0.12545541280747094
terms_abstract_tfidf__27,0.06942230282167813
terms_abstract_tfidf__28,0.17442907190786328
terms_abstract_tfidf__29,0.17237396440467312
terms_abstract_tfidf__30,-0.013669766577233403
terms_abstract_tfidf__31,0.14124620933507392
terms_abstract_tfidf__32,0.14517374487434861
terms_abstract_tfidf__33,0.1335621711922153
terms_abstract_tfidf__34,0.14261093820150816
terms_abstract_tfidf__35,0.09650039038806575
terms_abstract_tfidf__36,0.0035958427305854304
terms_abstract_tfidf__37,0.025033999170720064
terms_abstract_tfidf__38,0.19470533606779633
terms_abstract_tfidf__39,0.2582190518235092
terms_abstract_tfidf__3d,-0.29558258144240274
terms_abstract_tfidf__3t,-0.05087834794704297
terms_abstract_tfidf__40,-0.07832671893935528
terms_abstract_tfidf__41,0.18765656350457963
terms_abstract_tfidf__42,0.13848825431473838
terms_abstract_tfidf__43,0.11907148716562405
terms_abstract_tfidf__44,-0.12314112487663557
terms_abstract_tfidf__45,-0.05609705416136214
terms_abstract_tfidf__46,0.06579642751086016
terms_abstract_tfidf__47,0.24248701835722644
terms_abstract_tfidf__48,0.07937143681819582
terms_abstract_tfidf__49,0.04435701076237295
terms_abstract_tfidf__50,0.06906120167096472
terms_abstract_tfidf__60,-0.011241520564822789
terms_abstract_tfidf__70,-0.02377672854975327
terms_abstract_tfidf__75,-0.028799527877700855
terms_abstract_tfidf__80,-0.045242480566877866
terms_abstract_tfidf__90,-0.048268361409313856
terms_abstract_tfidf__aberrant,0.3168035334692723
terms_abstract_tfidf__abilities,-0.07468616631826644
terms_abstract_tfidf__ability,0.14540221453710922
terms_abstract_tfidf__able,-0.205992112938645
terms_abstract_tfidf__abnormal,0.2535506051447564
terms_abstract_tfidf__abnormalities,0.23328047797388388
terms_abstract_tfidf__abnormality,0.11983312867005835
terms_abstract_tfidf__absence,-0.0639282256813277
terms_abstract_tfidf__absent,-0.054304675516198324
terms_abstract_tfidf__abstract,-0.03343626482706673
terms_abstract_tfidf__abuse,0.14967092783988553
terms_abstract_tfidf__acc,0.24960839457935058
terms_abstract_tfidf__access,0.08021676880328092
terms_abstract_tfidf__accompanied,0.09383425186852647
terms_abstract_tfidf__accordance,-0.048832487216971664
terms_abstract_tfidf__according,-0.10865601948298458
terms_abstract_tfidf__accordingly,-0.08286221068459028
terms_abstract_tfidf__account,-0.08689994914733525
terms_abstract_tfidf__accounted,0.02528754229245825
terms_abstract_tfidf__accounts,0.10575844744114389
terms_abstract_tfidf__accumbens,0.13826766359510212
terms_abstract_tfidf__accuracy,0.08798821332103192
terms_abstract_tfidf__accurate,-0.03555967229654254
terms_abstract_tfidf__accurately,0.057252301122145556
terms_abstract_tfidf__achieve,-0.02520764515344287
terms_abstract_tfidf__achieved,-0.015526884346482812
terms_abstract_tfidf__acoustic,0.06484415554030368
terms_abstract_tfidf__acquired,-0.00492816688570898
terms_abstract_tfidf__acquisition,-0.1672119628446441
terms_abstract_tfidf__act,-0.033369740706995235
terms_abstract_tfidf__action,-0.4422507543570977
terms_abstract_tfidf__action observation,-0.4688876313050217
terms_abstract_tfidf__actions,-0.39342821922665927
terms_abstract_tfidf__activate,-0.2927938506327901
terms_abstract_tfidf__activates,-0.19878718153585448
terms_abstract_tfidf__activations,-0.33131758151220914
terms_abstract_tfidf__active,-0.2855632694941276
terms_abstract_tfidf__actively,-0.06035333611944703
terms_abstract_tfidf__activities,0.0282578547661564
terms_abstract_tfidf__acts,-0.14327436256107665
terms_abstract_tfidf__actual,-0.3309927691397505
terms_abstract_tfidf__actually,-0.1972940900577409
terms_abstract_tfidf__acute,0.08297507876898273
terms_abstract_tfidf__ad,0.2574476861254202
terms_abstract_tfidf__adaptation,-0.2345543550116633
terms_abstract_tfidf__adapted,0.07607411981629289
terms_abstract_tfidf__adaptive,0.16176088429148583
terms_abstract_tfidf__add,-0.09472811452627927
terms_abstract_tfidf__addiction,0.17835095897278516
terms_abstract_tfidf__addition,-0.05941528725111251
terms_abstract_tfidf__additional,-0.260067984014611
terms_abstract_tfidf__additionally,0.09276284086382572
terms_abstract_tfidf__addressed,0.1157938981754875
terms_abstract_tfidf__adhd,0.19643537227458796
terms_abstract_tfidf__adjacent,-0.30894304863679667
terms_abstract_tfidf__administered,0.04035526503470783
terms_abstract_tfidf__administration,0.0391996441400307
terms_abstract_tfidf__adolescence,0.2733735140955396
terms_abstract_tfidf__adolescent,0.33890801600774234
terms_abstract_tfidf__adolescents,0.35154648085845036
terms_abstract_tfidf__adopted,0.020694343179011233
terms_abstract_tfidf__adult,0.27504191568211656
terms_abstract_tfidf__adulthood,0.2867110351740056
terms_abstract_tfidf__adults,0.25344308172842267
terms_abstract_tfidf__advance,-0.1358735505726035
terms_abstract_tfidf__advanced,-0.09820689273506153
terms_abstract_tfidf__advances,0.09544275682708356
terms_abstract_tfidf__advantage,-0.13656121744104546
terms_abstract_tfidf__affect,0.2329346128905333
terms_abstract_tfidf__affected,-0.05294183261003213
terms_abstract_tfidf__affecting,-0.07698002013801665
terms_abstract_tfidf__affective,0.26061211463391143
terms_abstract_tfidf__affects,0.09580529951552394
terms_abstract_tfidf__age,0.28268685098097796
terms_abstract_tfidf__age controls,-0.13928224242146373
terms_abstract_tfidf__age gender,0.23866268589168296
terms_abstract_tfidf__age groups,0.026809818667444467
terms_abstract_tfidf__age healthy,-0.12893954965971127
terms_abstract_tfidf__age sex,0.10927316576333244
terms_abstract_tfidf__aged,0.13317518614092966
terms_abstract_tfidf__agent,-0.06541589782135603
terms_abstract_tfidf__ages,0.2146412845597292
terms_abstract_tfidf__aging,0.12779255253565477
terms_abstract_tfidf__agreement,-0.11994363442943609
terms_abstract_tfidf__aim,-0.03468016483769339
terms_abstract_tfidf__aimed,0.11658860794151071
terms_abstract_tfidf__aims,0.08809205745115554
terms_abstract_tfidf__al,0.0858455202432616
terms_abstract_tfidf__alcohol,0.20560304598194293
terms_abstract_tfidf__alff,0.1782683767855761
terms_abstract_tfidf__algorithm,0.010505819923264421
terms_abstract_tfidf__allele,0.1716244541802942
terms_abstract_tfidf__allocation,0.03341782443294505
terms_abstract_tfidf__allow,-0.10562065633006731
terms_abstract_tfidf__allowed,-0.12920657503039598
terms_abstract_tfidf__allowing,-0.08153417876979203
terms_abstract_tfidf__allows,-0.024241970246999003
terms_abstract_tfidf__alpha,-0.026253588093653187
terms_abstract_tfidf__alter,0.10142436669149059
terms_abstract_tfidf__alteration,0.1641976258995748
terms_abstract_tfidf__alterations,0.24548980200807957
terms_abstract_tfidf__altered,0.24232444698192976
terms_abstract_tfidf__alternating,-0.06669470245009487
terms_abstract_tfidf__alternative,0.0618019514589216
terms_abstract_tfidf__alters,-0.022450358206741513
terms_abstract_tfidf__alzheimer,0.23526710158104638
terms_abstract_tfidf__alzheimer disease,0.22905763138396204
terms_abstract_tfidf__ambiguous,0.058586850014656106
terms_abstract_tfidf__amnestic,0.26260642303730847
terms_abstract_tfidf__amplitude,-0.05460778169291761
terms_abstract_tfidf__amplitude low,0.1855734838289057
terms_abstract_tfidf__amplitudes,-0.09412167393618939
terms_abstract_tfidf__amygdala,0.28350299884214003
terms_abstract_tfidf__amygdala anterior,0.19951307426057607
terms_abstract_tfidf__amygdala hippocampus,0.15822559309616785
terms_abstract_tfidf__amygdala insula,0.10697200931724149
terms_abstract_tfidf__amygdala response,0.16006713541204148
terms_abstract_tfidf__amygdala responses,0.06043374317048186
terms_abstract_tfidf__analysed,0.038071608485356484
terms_abstract_tfidf__analyses,0.2674937553588302
terms_abstract_tfidf__analyze,-0.14520469834721494
terms_abstract_tfidf__analyzed,0.09270229347003381
terms_abstract_tfidf__analyzed using,-0.011644049680970141
terms_abstract_tfidf__analyzing,-0.11741846842184844
terms_abstract_tfidf__anatomical,-0.07433792726071195
terms_abstract_tfidf__anatomically,0.06765688259609379
terms_abstract_tfidf__anatomy,-0.11952622257302438
terms_abstract_tfidf__anger,0.14185048094170757
terms_abstract_tfidf__angry,0.06748221879532044
terms_abstract_tfidf__angular,0.1729002803496863
terms_abstract_tfidf__angular gyrus,0.1858726710787728
terms_abstract_tfidf__animal,0.040525087838706245
terms_abstract_tfidf__animals,-0.018456210465915456
terms_abstract_tfidf__anisotropy,0.05112761052060839
terms_abstract_tfidf__anisotropy fa,0.04920342993528169
terms_abstract_tfidf__anterior,0.3337828761511479
terms_abstract_tfidf__anterior cingulate,0.34296337449513736
terms_abstract_tfidf__anterior hippocampus,0.08233615147478643
terms_abstract_tfidf__anterior insula,0.06357114189854642
terms_abstract_tfidf__anterior insular,-0.13364354353444663
terms_abstract_tfidf__anterior intraparietal,-0.47624853736198136
terms_abstract_tfidf__anterior medial,0.31099230819042745
terms_abstract_tfidf__anterior posterior,0.2727134754594053
terms_abstract_tfidf__anterior prefrontal,0.15715040904055902
terms_abstract_tfidf__anterior superior,0.044085315801009196
terms_abstract_tfidf__anterior temporal,0.2477827660413946
terms_abstract_tfidf__anti,0.12559643199009915
terms_abstract_tfidf__anticipation,0.0011529642714526132
terms_abstract_tfidf__anticipatory,-0.017468049709056275
terms_abstract_tfidf__anxiety,0.22656620702056662
terms_abstract_tfidf__anxiety disorders,0.10631540557344285
terms_abstract_tfidf__apart,0.03087469784803281
terms_abstract_tfidf__aphasia,0.012995853868453627
terms_abstract_tfidf__apparent,-0.08091039506575144
terms_abstract_tfidf__appear,-0.02498798093433243
terms_abstract_tfidf__appeared,-0.0073427978360524
terms_abstract_tfidf__appears,-0.10113230411619162
terms_abstract_tfidf__application,0.07472018255350245
terms_abstract_tfidf__applied,-0.0908185783927942
terms_abstract_tfidf__apply,-0.018951111125701383
terms_abstract_tfidf__applying,-0.20148418422266995
terms_abstract_tfidf__appraisal,0.17995093263863615
terms_abstract_tfidf__approach,0.1592933383108138
terms_abstract_tfidf__approaches,0.22915504200681958
terms_abstract_tfidf__appropriate,-0.12889373525976114
terms_abstract_tfidf__approximately,-0.036509059025481204
terms_abstract_tfidf__architecture,0.25590146237056716
terms_abstract_tfidf__argue,-0.12264228643793647
terms_abstract_tfidf__arise,0.16734926899080985
terms_abstract_tfidf__arithmetic,-0.08081125845409745
terms_abstract_tfidf__arm,-0.3617799053820528
terms_abstract_tfidf__arousal,0.15118950132146958
terms_abstract_tfidf__arterial,0.047308270897793527
terms_abstract_tfidf__arterial spin,0.05529095013817612
terms_abstract_tfidf__articulatory,-0.1520901131209644
terms_abstract_tfidf__asd,0.14308035164091362
terms_abstract_tfidf__asked,0.02459788181139255
terms_abstract_tfidf__aspect,0.05469350850938567
terms_abstract_tfidf__aspects,0.06623885061980518
terms_abstract_tfidf__assess,-0.12583209202189752
terms_abstract_tfidf__assessed,0.20011720697742527
terms_abstract_tfidf__assessed using,0.037862475647531396
terms_abstract_tfidf__assessing,0.005419087506286675
