feature,r
terms_abstract_tfidf__001,-0.10378578191440402
terms_abstract_tfidf__01,-0.06806921560969106
terms_abstract_tfidf__05,-0.04570543154229112
terms_abstract_tfidf__10,0.07488960819955268
terms_abstract_tfidf__100,-0.07568560980540975
terms_abstract_tfidf__11,-0.048450811746229706
terms_abstract_tfidf__12,0.04711669217298029
terms_abstract_tfidf__12 healthy,0.054208766917394194
terms_abstract_tfidf__13,0.013291546871080811
terms_abstract_tfidf__14,0.014866642554563799
terms_abstract_tfidf__14 healthy,-0.030340762834361792
terms_abstract_tfidf__15,-0.06961877742357674
terms_abstract_tfidf__15 healthy,-0.08221712877874912
terms_abstract_tfidf__16,-0.05183760563656753
terms_abstract_tfidf__16 healthy,-0.13364971635181389
terms_abstract_tfidf__17,-0.10949407861081577
terms_abstract_tfidf__18,-0.04246985848251146
terms_abstract_tfidf__18 healthy,-0.03219855563479873
terms_abstract_tfidf__19,0.0015616758507398785
terms_abstract_tfidf__20,0.012362845406123535
terms_abstract_tfidf__20 healthy,-0.030375250026521097
terms_abstract_tfidf__200,-0.05197497667294559
terms_abstract_tfidf__2014,-0.11914682007346947
terms_abstract_tfidf__21,-0.01225974588465135
terms_abstract_tfidf__22,-0.08158032924318195
terms_abstract_tfidf__23,-0.032589070211401575
terms_abstract_tfidf__24,-0.017370804554785107
terms_abstract_tfidf__25,-0.021451556100672137
terms_abstract_tfidf__26,-0.10267260631804649
terms_abstract_tfidf__27,-0.09019750220332128
terms_abstract_tfidf__28,-0.027030059226459832
terms_abstract_tfidf__29,-0.08549542390958935
terms_abstract_tfidf__30,-0.13579565535643828
terms_abstract_tfidf__31,-0.051650696544269147
terms_abstract_tfidf__32,-0.05800346579783592
terms_abstract_tfidf__33,0.006497497420062947
terms_abstract_tfidf__34,-0.07166580428742188
terms_abstract_tfidf__35,-0.029068092263806487
terms_abstract_tfidf__36,-0.06636374856546022
terms_abstract_tfidf__37,0.05272617302079766
terms_abstract_tfidf__38,-0.02441293126194472
terms_abstract_tfidf__39,0.04786041605145797
terms_abstract_tfidf__3d,-0.10106078713275321
terms_abstract_tfidf__3t,-0.09048694933664123
terms_abstract_tfidf__40,0.02720001462277391
terms_abstract_tfidf__41,-0.040739902821987944
terms_abstract_tfidf__42,0.00524026576593426
