feature,r
terms_abstract_tfidf__001,0.09957673164518717
terms_abstract_tfidf__01,-0.06095063192613274
terms_abstract_tfidf__05,0.011743512318994882
terms_abstract_tfidf__10,-0.07597404494866808
terms_abstract_tfidf__100,0.1352091629887511
terms_abstract_tfidf__11,0.01880232612179388
terms_abstract_tfidf__12,0.16171055141261992
terms_abstract_tfidf__12 healthy,0.1843671615356332
terms_abstract_tfidf__13,0.03217475514976157
terms_abstract_tfidf__14,0.011765259641430968
terms_abstract_tfidf__14 healthy,0.02222087671685976
terms_abstract_tfidf__15,0.1094441215496236
terms_abstract_tfidf__15 healthy,0.02398460297381477
terms_abstract_tfidf__16,0.015347972968443951
terms_abstract_tfidf__16 healthy,0.12219083695593116
terms_abstract_tfidf__17,-0.02670557057239727
terms_abstract_tfidf__18,-0.07712114626434825
terms_abstract_tfidf__18 healthy,0.1168199347779521
terms_abstract_tfidf__19,-0.13184805743940034
terms_abstract_tfidf__20,-0.06551814074336941
terms_abstract_tfidf__20 healthy,-0.020501704432082806
terms_abstract_tfidf__200,0.03505989738380866
terms_abstract_tfidf__2014,0.017248661116817977
terms_abstract_tfidf__21,-0.20751910257563858
terms_abstract_tfidf__22,-0.10125548055462524
terms_abstract_tfidf__23,-0.005117029904347093
terms_abstract_tfidf__24,-0.08451363338927516
terms_abstract_tfidf__25,-0.055870627548937575
terms_abstract_tfidf__26,-0.05093055517401174
terms_abstract_tfidf__27,0.014223866110829488
terms_abstract_tfidf__28,-0.14252194891279799
terms_abstract_tfidf__29,-0.13046621550815932
terms_abstract_tfidf__30,0.1217113115285131
terms_abstract_tfidf__31,-0.016133537191990985
terms_abstract_tfidf__32,-0.019377464248433243
terms_abstract_tfidf__33,-0.09022933067948768
terms_abstract_tfidf__34,-0.07700218206032326
terms_abstract_tfidf__35,-0.028135481584124423
terms_abstract_tfidf__36,0.05085498592305478
terms_abstract_tfidf__37,-0.07941058268328395
terms_abstract_tfidf__38,-0.1469809682876467
terms_abstract_tfidf__39,-0.2459414887441536
terms_abstract_tfidf__3d,0.19877300179487298
terms_abstract_tfidf__3t,0.15709338138236978
terms_abstract_tfidf__40,0.1440067870679454
terms_abstract_tfidf__41,-0.11803581458919793
terms_abstract_tfidf__42,-0.07486747002098719
terms_abstract_tfidf__43,-0.04886325386907671
terms_abstract_tfidf__44,0.10426813390049305
terms_abstract_tfidf__45,-0.014325768668443688
terms_abstract_tfidf__46,0.04222178427097241
terms_abstract_tfidf__47,-0.2401463603055825
terms_abstract_tfidf__48,-0.011068151981079088
terms_abstract_tfidf__49,0.046870619587951676
terms_abstract_tfidf__50,-0.0047120914235883665
terms_abstract_tfidf__60,0.0468131068695043
terms_abstract_tfidf__70,0.07731385349819433
terms_abstract_tfidf__75,0.09136595785337533
terms_abstract_tfidf__80,0.042344801069059544
terms_abstract_tfidf__90,0.09958356523159093
terms_abstract_tfidf__aberrant,-0.20826366895956439
terms_abstract_tfidf__abilities,0.031022041529507563
terms_abstract_tfidf__ability,-0.17302419569189642
terms_abstract_tfidf__able,0.2430033007220269
terms_abstract_tfidf__abnormal,-0.13757617427077998
terms_abstract_tfidf__abnormalities,-0.12742120164737628
terms_abstract_tfidf__abnormality,-0.007936767164652105
terms_abstract_tfidf__absence,0.04819898800016498
terms_abstract_tfidf__absent,0.06342488034166516
terms_abstract_tfidf__abstract,-0.11409169694115133
terms_abstract_tfidf__abuse,-0.13581117060390108
terms_abstract_tfidf__acc,-0.1318609479075707
terms_abstract_tfidf__access,-0.20871538321452685
terms_abstract_tfidf__accompanied,-0.008280395130952986
terms_abstract_tfidf__accordance,0.07155957333171516
terms_abstract_tfidf__according,0.08415033286101076
terms_abstract_tfidf__accordingly,0.09073478073398203
terms_abstract_tfidf__account,0.04810951548443106
terms_abstract_tfidf__accounted,-0.020155216210560815
terms_abstract_tfidf__accounts,-0.10728021283250583
terms_abstract_tfidf__accumbens,-0.09044273635737358
terms_abstract_tfidf__accuracy,-0.036859081845499915
terms_abstract_tfidf__accurate,-0.013308290417723476
terms_abstract_tfidf__accurately,-0.0402846708397951
terms_abstract_tfidf__achieve,0.07098240481425559
terms_abstract_tfidf__achieved,0.034131458543611305
terms_abstract_tfidf__acoustic,-0.03913253254486647
terms_abstract_tfidf__acquired,0.0728374587339824
terms_abstract_tfidf__acquisition,0.19284478478308748
terms_abstract_tfidf__act,0.046955486411262924
terms_abstract_tfidf__action,0.3742376376233114
terms_abstract_tfidf__action observation,0.3327751074960388
terms_abstract_tfidf__actions,0.2840270882417801
terms_abstract_tfidf__activate,0.18658281022637263
terms_abstract_tfidf__activates,0.15061974349727966
terms_abstract_tfidf__activations,0.28662428651572464
terms_abstract_tfidf__active,0.32981881947871644
terms_abstract_tfidf__actively,-0.03506984714714793
terms_abstract_tfidf__activities,0.032489805199676654
terms_abstract_tfidf__acts,0.19529595324777455
terms_abstract_tfidf__actual,0.40832876107414057
terms_abstract_tfidf__actually,0.18590951574973813
terms_abstract_tfidf__acute,0.030776752666070273
terms_abstract_tfidf__ad,-0.28921011022860554
terms_abstract_tfidf__adaptation,0.1323655917714593
terms_abstract_tfidf__adapted,-0.06256705313115447
terms_abstract_tfidf__adaptive,-0.08235961810986693
terms_abstract_tfidf__add,0.09745871833749457
terms_abstract_tfidf__addiction,-0.12539187688860076
terms_abstract_tfidf__addition,0.04989835945549859
terms_abstract_tfidf__additional,0.24251070282051432
terms_abstract_tfidf__additionally,-0.1324299833102221
terms_abstract_tfidf__addressed,-0.18078617474783193
terms_abstract_tfidf__adhd,-0.1102226009468182
terms_abstract_tfidf__adjacent,0.3256788144165632
terms_abstract_tfidf__administered,0.013422894583902336
terms_abstract_tfidf__administration,0.0531171640908352
terms_abstract_tfidf__adolescence,-0.2141583076608977
terms_abstract_tfidf__adolescent,-0.2387014235255823
terms_abstract_tfidf__adolescents,-0.29742556360788935
terms_abstract_tfidf__adopted,-0.04690668764141564
terms_abstract_tfidf__adult,-0.23768190944580164
terms_abstract_tfidf__adulthood,-0.3047963541921751
terms_abstract_tfidf__adults,-0.21923333898870778
