Brain_Area,Task_Activation,Post_Activation,FDR_p_value,Direction
CAU-rh,0.106866429841748,-0.258382315580546,0.0107743578895704,Decrease
PUT-lh,0.113544469777636,-0.089066376944731,0.037230826143913,Decrease
CAU-lh,0.108046750401955,-0.188594903454133,0.0220650996272408,Decrease
SomMot A,0.248193451042286,-0.0718402815148736,0.0220650996272408,Decrease
DorsAttn B,0.297769308334315,-0.0726513058569864,0.0107743578895704,Decrease
Cont B,0.34183500733946,-0.120832892052028,0.000387055729716128,Decrease
