Brain_Area,Task_Activation,Post_Activation,FDR_p_value,Direction
SomMot A,0.248193451042286,-0.105711715290927,0.00470822520874106,Decrease
DorsAttn B,0.297769308334315,0.000969063493800182,0.0069635624333465,Decrease
Cont B,0.34183500733946,0.034994163737817,0.00470822520874106,Decrease
