feature,r
terms_abstract_tfidf__001,0.07659840826358313
terms_abstract_tfidf__01,0.023750123660611574
terms_abstract_tfidf__05,0.01337950474954621
terms_abstract_tfidf__10,0.1300386767358726
terms_abstract_tfidf__100,0.015031190503195372
terms_abstract_tfidf__11,-0.01940383667520014
terms_abstract_tfidf__12,0.06432071394242644
terms_abstract_tfidf__12 healthy,0.024484014081797054
terms_abstract_tfidf__13,0.07260726697521505
terms_abstract_tfidf__14,0.036678770450585846
terms_abstract_tfidf__14 healthy,-0.021708877222723886
terms_abstract_tfidf__15,-0.01669842184762622
terms_abstract_tfidf__15 healthy,0.037508808081991904
terms_abstract_tfidf__16,0.0577781500094445
terms_abstract_tfidf__16 healthy,0.027500535310117355
terms_abstract_tfidf__17,0.014232401139208461
terms_abstract_tfidf__18,0.02723703394399263
terms_abstract_tfidf__18 healthy,0.020675730462293748
terms_abstract_tfidf__19,0.037825700891754216
terms_abstract_tfidf__20,0.06297470507148673
terms_abstract_tfidf__20 healthy,0.022268457242711617
terms_abstract_tfidf__200,-0.0649976250829358
terms_abstract_tfidf__2014,-0.023343731966982452
terms_abstract_tfidf__21,0.050350414670218516
terms_abstract_tfidf__22,-0.020555036087508947
terms_abstract_tfidf__23,0.03965585271689815
terms_abstract_tfidf__24,0.06528801204079793
terms_abstract_tfidf__25,0.041640064200771015
terms_abstract_tfidf__26,-0.017427461092256524
terms_abstract_tfidf__27,0.02277513681128928
terms_abstract_tfidf__28,0.014662434479783583
terms_abstract_tfidf__29,-0.005290883840724148
terms_abstract_tfidf__30,-0.011752338221923826
terms_abstract_tfidf__31,0.061165191913520114
terms_abstract_tfidf__32,0.13072126132949777
terms_abstract_tfidf__33,0.026902186548197173
terms_abstract_tfidf__34,0.04997784243403435
terms_abstract_tfidf__35,0.04904859659538131
terms_abstract_tfidf__36,-0.039042254023345734
terms_abstract_tfidf__37,0.0015853162925605613
terms_abstract_tfidf__38,0.06248478746402345
terms_abstract_tfidf__39,0.060565677247417044
terms_abstract_tfidf__3d,-0.0691457066329831
terms_abstract_tfidf__3t,-0.002770152408554948
terms_abstract_tfidf__40,-0.016439144101349574
terms_abstract_tfidf__41,-0.0049315948761799846
terms_abstract_tfidf__42,-0.0376062173495104
terms_abstract_tfidf__43,0.0031167529179280504
terms_abstract_tfidf__44,0.00285814009395678
terms_abstract_tfidf__45,-0.023063613910800945
terms_abstract_tfidf__46,0.16900553080670616
terms_abstract_tfidf__47,0.06777221777522781
terms_abstract_tfidf__48,-0.0037208129949254636
terms_abstract_tfidf__49,0.036560566089601704
terms_abstract_tfidf__50,1.4296054516252262e-05
terms_abstract_tfidf__60,-0.03765038726234721
terms_abstract_tfidf__70,0.02380647496331852
terms_abstract_tfidf__75,-0.00220299768880977
terms_abstract_tfidf__80,-0.03351192997532039
terms_abstract_tfidf__90,-0.015203679821506498
terms_abstract_tfidf__aberrant,0.10555276327344121
terms_abstract_tfidf__abilities,-0.04534290569119682
terms_abstract_tfidf__ability,0.019318431993153043
terms_abstract_tfidf__able,-0.022650475270874666
terms_abstract_tfidf__abnormal,0.061365681774495404
terms_abstract_tfidf__abnormalities,0.049601894770910225
terms_abstract_tfidf__abnormality,0.05566147322700116
terms_abstract_tfidf__absence,-0.09643199549143838
terms_abstract_tfidf__absent,0.04227499084839917
terms_abstract_tfidf__abstract,-0.044142038292971676
terms_abstract_tfidf__abuse,0.10365278431380338
terms_abstract_tfidf__acc,0.18691671547140623
terms_abstract_tfidf__access,-0.06371469568877232
terms_abstract_tfidf__accompanied,0.000647085295818566
terms_abstract_tfidf__accordance,0.0031269754921776083
terms_abstract_tfidf__according,0.03337368076917806
terms_abstract_tfidf__accordingly,-0.0761871915348156
terms_abstract_tfidf__account,-0.02756007190842062
terms_abstract_tfidf__accounted,0.034928924024303795
terms_abstract_tfidf__accounts,-0.012355087431715777
terms_abstract_tfidf__accumbens,0.18266945354317354
terms_abstract_tfidf__accuracy,0.09661181420658037
terms_abstract_tfidf__accurate,-0.029399676116623644
terms_abstract_tfidf__accurately,0.0375404825908512
terms_abstract_tfidf__achieve,-0.002759346363601041
terms_abstract_tfidf__achieved,-0.020330477085845504
terms_abstract_tfidf__acoustic,-0.2166117971423857
terms_abstract_tfidf__acquired,-0.09023426208213481
terms_abstract_tfidf__acquisition,-0.0925636642830188
terms_abstract_tfidf__act,-0.0325947797278559
terms_abstract_tfidf__action,-0.06999566703351018
terms_abstract_tfidf__action observation,-0.12591822244698278
terms_abstract_tfidf__actions,-0.11079402197950099
terms_abstract_tfidf__activate,-0.04665632946156217
terms_abstract_tfidf__activates,-0.04880958274473456
terms_abstract_tfidf__activations,0.02408673168657683
terms_abstract_tfidf__active,-0.03307565362768421
terms_abstract_tfidf__actively,-0.001998798654611904
terms_abstract_tfidf__activities,0.0026913879098934045
terms_abstract_tfidf__acts,0.003494418357213771
terms_abstract_tfidf__actual,0.08198733097337779
terms_abstract_tfidf__actually,0.04787101478786262
terms_abstract_tfidf__acute,0.05123481863574903
terms_abstract_tfidf__ad,-0.06553483565783215
terms_abstract_tfidf__adaptation,-0.08239591394533602
terms_abstract_tfidf__adapted,0.025766422756644824
terms_abstract_tfidf__adaptive,0.17406561729972334
terms_abstract_tfidf__add,0.04178731901189945
terms_abstract_tfidf__addiction,0.15275433167950445
terms_abstract_tfidf__addition,0.05370147743584592
terms_abstract_tfidf__additional,-0.01199108922288874
terms_abstract_tfidf__additionally,-0.001797368413805992
terms_abstract_tfidf__addressed,0.012391201262270505
terms_abstract_tfidf__adhd,0.12644017572277888
terms_abstract_tfidf__adjacent,-0.1123891928429892
terms_abstract_tfidf__administered,0.05680398059422006
terms_abstract_tfidf__administration,0.056639492109834766
terms_abstract_tfidf__adolescence,0.1735972498402243
terms_abstract_tfidf__adolescent,0.15558897611620637
terms_abstract_tfidf__adolescents,0.13139956683029286
terms_abstract_tfidf__adopted,-0.05080694379499573
terms_abstract_tfidf__adult,-0.00790014096640766
terms_abstract_tfidf__adulthood,0.07231473814422325
terms_abstract_tfidf__adults,0.12900214935627388
terms_abstract_tfidf__advance,0.011607452808075817
terms_abstract_tfidf__advanced,-0.010369056628854038
terms_abstract_tfidf__advances,-0.04235923640577113
terms_abstract_tfidf__advantage,-0.13881468189960097
terms_abstract_tfidf__affect,0.030904414548807418
terms_abstract_tfidf__affected,-0.07139468569529747
terms_abstract_tfidf__affecting,-0.11307961607431576
terms_abstract_tfidf__affective,-0.004115830029471052
terms_abstract_tfidf__affects,0.02756510376801098
terms_abstract_tfidf__age,0.06325548978699079
terms_abstract_tfidf__age controls,-0.0887205202173433
terms_abstract_tfidf__age gender,0.061466163704822926
terms_abstract_tfidf__age groups,0.012542080749240346
terms_abstract_tfidf__age healthy,-0.12029673203943271
terms_abstract_tfidf__age sex,0.034835140366442086
terms_abstract_tfidf__aged,0.053608756679734616
terms_abstract_tfidf__agent,-0.07004218239039037
terms_abstract_tfidf__ages,0.07347870563183728
terms_abstract_tfidf__aging,0.13541593380344077
