feature,r
terms_abstract_tfidf__001,-0.09296460527497563
terms_abstract_tfidf__01,-0.14621459289641525
terms_abstract_tfidf__05,-0.17423628071986097
terms_abstract_tfidf__10,-0.1411719615891787
terms_abstract_tfidf__100,-0.031997102093183336
terms_abstract_tfidf__11,-0.11393890842516166
terms_abstract_tfidf__12,-0.0011461257102662347
terms_abstract_tfidf__12 healthy,0.07790854589202409
terms_abstract_tfidf__13,-0.056823066383819454
terms_abstract_tfidf__14,-0.061929922096724384
terms_abstract_tfidf__14 healthy,-0.06422157314890929
terms_abstract_tfidf__15,-0.02461442132905885
terms_abstract_tfidf__15 healthy,-0.041373072920241255
terms_abstract_tfidf__16,-0.07484934652192636
terms_abstract_tfidf__16 healthy,0.028816965731802712
terms_abstract_tfidf__17,-0.04604111426689063
terms_abstract_tfidf__18,-0.1595861522375174
terms_abstract_tfidf__18 healthy,-0.008776215317312114
terms_abstract_tfidf__19,-0.09958776588659181
terms_abstract_tfidf__20,-0.13101578116049092
terms_abstract_tfidf__20 healthy,-0.05607203497241532
terms_abstract_tfidf__200,0.012948956422219002
terms_abstract_tfidf__2014,-0.023231606141694894
terms_abstract_tfidf__21,-0.16639561675078487
terms_abstract_tfidf__22,-0.11444505658630938
terms_abstract_tfidf__23,-0.11651177185579306
terms_abstract_tfidf__24,-0.13734598314651417
terms_abstract_tfidf__25,-0.19101482120243513
terms_abstract_tfidf__26,-0.1036526813219459
terms_abstract_tfidf__27,-0.07812373390514346
terms_abstract_tfidf__28,-0.18376231032212456
terms_abstract_tfidf__29,-0.14005915805227945
terms_abstract_tfidf__30,-0.0701282945271201
terms_abstract_tfidf__31,-0.09891995784597485
terms_abstract_tfidf__32,-0.0684712155918465
terms_abstract_tfidf__33,-0.10983529797972838
terms_abstract_tfidf__34,-0.12698728897606576
terms_abstract_tfidf__35,-0.031851021237245467
terms_abstract_tfidf__36,-0.04241133490899532
terms_abstract_tfidf__37,-0.03317432806419069
terms_abstract_tfidf__38,-0.1106064090829878
terms_abstract_tfidf__39,-0.13574693646296285
terms_abstract_tfidf__3d,0.15115702408213413
terms_abstract_tfidf__3t,-0.010420494005670541
terms_abstract_tfidf__40,0.038661129773722144
terms_abstract_tfidf__41,-0.1324325517571089
terms_abstract_tfidf__42,-0.05085932325606517
terms_abstract_tfidf__43,-0.10380864693345858
terms_abstract_tfidf__44,0.056247068866333017
terms_abstract_tfidf__45,0.04599562074233081
terms_abstract_tfidf__46,-0.00036263788330461306
terms_abstract_tfidf__47,-0.12778225227121273
terms_abstract_tfidf__48,-0.06702385908854362
terms_abstract_tfidf__49,-0.019532001252854012
terms_abstract_tfidf__50,-0.13026945395398767
terms_abstract_tfidf__60,-0.037718315130624305
terms_abstract_tfidf__70,-0.012274564883752665
terms_abstract_tfidf__75,-0.0026000822338500657
terms_abstract_tfidf__80,-0.04010566824409269
terms_abstract_tfidf__90,-0.033566088686493724
terms_abstract_tfidf__aberrant,-0.2121966242969714
terms_abstract_tfidf__abilities,0.05126377124595159
terms_abstract_tfidf__ability,-0.020167439179390602
terms_abstract_tfidf__able,0.12085189598876
terms_abstract_tfidf__abnormal,-0.21670019702652318
terms_abstract_tfidf__abnormalities,-0.2453400675166958
terms_abstract_tfidf__abnormality,-0.10947243721787006
terms_abstract_tfidf__absence,0.055985059235155156
terms_abstract_tfidf__absent,0.07916841615059274
terms_abstract_tfidf__abstract,0.09008160928223807
terms_abstract_tfidf__abuse,-0.17240611392678498
terms_abstract_tfidf__acc,-0.08503474074073399
terms_abstract_tfidf__access,0.00847448509651462
terms_abstract_tfidf__accompanied,-0.004292857271629209
terms_abstract_tfidf__accordance,-0.014175638328661902
terms_abstract_tfidf__according,0.07333062965519323
terms_abstract_tfidf__accordingly,0.035599417721021744
terms_abstract_tfidf__account,-0.018801304791439707
terms_abstract_tfidf__accounted,-0.0011161602106716311
terms_abstract_tfidf__accounts,-0.031535677674466425
terms_abstract_tfidf__accumbens,-0.19114537268506995
terms_abstract_tfidf__accuracy,-0.01999736456410197
terms_abstract_tfidf__accurate,0.048890204780994005
terms_abstract_tfidf__accurately,0.009137438709602192
terms_abstract_tfidf__achieve,0.041044883123054064
terms_abstract_tfidf__achieved,0.006336536697493135
terms_abstract_tfidf__acoustic,0.02688735785877171
terms_abstract_tfidf__acquired,-0.043364283565003166
terms_abstract_tfidf__acquisition,0.06240372390241515
terms_abstract_tfidf__act,0.005507066960249561
terms_abstract_tfidf__action,0.3222277473022539
terms_abstract_tfidf__action observation,0.3280684064858164
terms_abstract_tfidf__actions,0.2821461952355629
terms_abstract_tfidf__activate,0.19890839610094616
terms_abstract_tfidf__activates,0.1680382401984685
terms_abstract_tfidf__activations,0.22847307191027763
terms_abstract_tfidf__active,0.20725392141369947
terms_abstract_tfidf__actively,0.08240535725057425
terms_abstract_tfidf__activities,0.003198614239589701
terms_abstract_tfidf__acts,0.07794651417628469
terms_abstract_tfidf__actual,0.15834038062078082
terms_abstract_tfidf__actually,0.15593893134407377
terms_abstract_tfidf__acute,-0.1068044117901147
terms_abstract_tfidf__ad,-0.15153747069259166
terms_abstract_tfidf__adaptation,0.13162024439622041
terms_abstract_tfidf__adapted,-0.004099192292969466
terms_abstract_tfidf__adaptive,-0.07535656117066371
terms_abstract_tfidf__add,0.01962369913245651
terms_abstract_tfidf__addiction,-0.17658327175006683
terms_abstract_tfidf__addition,0.04025316914914041
terms_abstract_tfidf__additional,0.20832889316879286
terms_abstract_tfidf__additionally,-0.03374206451343574
terms_abstract_tfidf__addressed,0.013920893244625952
terms_abstract_tfidf__adhd,-0.1796078155549759
terms_abstract_tfidf__adjacent,0.15669845788532974
terms_abstract_tfidf__administered,-0.05773260698485858
terms_abstract_tfidf__administration,-0.08285809793348207
terms_abstract_tfidf__adolescence,-0.1838877591047592
terms_abstract_tfidf__adolescent,-0.22366362311839866
terms_abstract_tfidf__adolescents,-0.23544143788410302
terms_abstract_tfidf__adopted,-0.04253307354404325
terms_abstract_tfidf__adult,-0.1500820644308405
terms_abstract_tfidf__adulthood,-0.2225730155464775
terms_abstract_tfidf__adults,-0.11645112464088964
terms_abstract_tfidf__advance,0.08692471728025268
terms_abstract_tfidf__advanced,0.02500465396159231
terms_abstract_tfidf__advances,-0.07632918958399947
terms_abstract_tfidf__advantage,0.06871969542600327
terms_abstract_tfidf__affect,-0.12456658695670374
terms_abstract_tfidf__affected,-0.0008264443607783166
terms_abstract_tfidf__affecting,-0.004279677998768876
terms_abstract_tfidf__affective,-0.16534029165084776
terms_abstract_tfidf__affects,-0.04325324733661642
