feature,r
terms_abstract_tfidf__001,-0.03577988540549937
terms_abstract_tfidf__01,-0.077473386248006
terms_abstract_tfidf__05,-0.09340971601480201
terms_abstract_tfidf__10,-0.05843204686113461
terms_abstract_tfidf__100,-0.003633986193481817
terms_abstract_tfidf__11,-0.07435842502170438
terms_abstract_tfidf__12,-0.04476593124321055
terms_abstract_tfidf__12 healthy,-0.03691029824945324
terms_abstract_tfidf__13,-0.04701377824594954
terms_abstract_tfidf__14,0.0151310739749097
terms_abstract_tfidf__14 healthy,0.005717191530442228
terms_abstract_tfidf__15,-0.058402701712684635
terms_abstract_tfidf__15 healthy,-0.03326471895540187
terms_abstract_tfidf__16,-0.042700664701972375
terms_abstract_tfidf__16 healthy,0.018430256811369866
terms_abstract_tfidf__17,0.012809624399512106
terms_abstract_tfidf__18,-0.05660811298614533
terms_abstract_tfidf__18 healthy,-0.08930660577462282
terms_abstract_tfidf__19,0.07046387306186822
terms_abstract_tfidf__20,0.03324850510133813
terms_abstract_tfidf__20 healthy,0.062415762088678994
terms_abstract_tfidf__200,-0.003937674005997554
terms_abstract_tfidf__2014,0.02140956775187115
terms_abstract_tfidf__21,-0.11381152291312727
terms_abstract_tfidf__22,-0.10211583151684493
terms_abstract_tfidf__23,-0.005598886871413415
terms_abstract_tfidf__24,-0.04320397077663558
terms_abstract_tfidf__25,-0.07999578428909672
terms_abstract_tfidf__26,-0.099909226993573
terms_abstract_tfidf__27,-0.01957064234128387
terms_abstract_tfidf__28,-0.1420513152507307
terms_abstract_tfidf__29,-0.0326186476835854
terms_abstract_tfidf__30,-0.03165373206635366
terms_abstract_tfidf__31,-0.0027622268415224936
terms_abstract_tfidf__32,-0.02218119906750447
terms_abstract_tfidf__33,-0.04038135422831723
terms_abstract_tfidf__34,-0.042284189819752495
terms_abstract_tfidf__35,-0.01984917004305481
terms_abstract_tfidf__36,-0.06390441284155977
terms_abstract_tfidf__37,0.0566201529448794
terms_abstract_tfidf__38,-0.058807594601708535
terms_abstract_tfidf__39,-0.01643443894155291
terms_abstract_tfidf__3d,0.2394481677533076
terms_abstract_tfidf__3t,-0.07069340064419821
terms_abstract_tfidf__40,0.06723106728799984
terms_abstract_tfidf__41,-0.08691368201672549
terms_abstract_tfidf__42,-0.03301518811279157
terms_abstract_tfidf__43,-0.1322017308068396
terms_abstract_tfidf__44,-0.024667346411450387
terms_abstract_tfidf__45,-0.028893195864950268
terms_abstract_tfidf__46,0.04645584204561975
terms_abstract_tfidf__47,-0.1130279672947986
terms_abstract_tfidf__48,-0.05155891450561059
terms_abstract_tfidf__49,-0.03831384492643036
terms_abstract_tfidf__50,-0.05939267513168713
terms_abstract_tfidf__60,0.0011138809431436767
terms_abstract_tfidf__70,0.05053322454786345
terms_abstract_tfidf__75,0.07063541007422225
terms_abstract_tfidf__80,0.031000325823984373
terms_abstract_tfidf__90,0.07117003910826951
terms_abstract_tfidf__aberrant,-0.09446022269478675
terms_abstract_tfidf__abilities,0.08593024602364858
terms_abstract_tfidf__ability,-0.00036889790703767883
terms_abstract_tfidf__able,0.04956804743200646
terms_abstract_tfidf__abnormal,-0.06699415311857156
terms_abstract_tfidf__abnormalities,-0.07197255749977473
terms_abstract_tfidf__abnormality,-0.06948395039490761
terms_abstract_tfidf__absence,0.017866479101385876
terms_abstract_tfidf__absent,0.031205295870648436
terms_abstract_tfidf__abstract,0.058897962042986335
terms_abstract_tfidf__abuse,-0.06171288635480941
terms_abstract_tfidf__acc,-0.07547707613073264
terms_abstract_tfidf__access,0.037540576568820344
terms_abstract_tfidf__accompanied,-0.09070500784302901
terms_abstract_tfidf__accordance,0.056625591033928474
terms_abstract_tfidf__according,0.03718440856783511
terms_abstract_tfidf__accordingly,-0.03623349000255197
terms_abstract_tfidf__account,-0.01788891526436051
terms_abstract_tfidf__accounted,0.07627910881122142
terms_abstract_tfidf__accounts,-0.06037571621226289
terms_abstract_tfidf__accumbens,-0.0989869336015422
terms_abstract_tfidf__accuracy,0.02475311343166245
terms_abstract_tfidf__accurate,0.020000571902461572
terms_abstract_tfidf__accurately,-0.0257864089649169
terms_abstract_tfidf__achieve,0.03355101768079286
terms_abstract_tfidf__achieved,0.03907825616752173
terms_abstract_tfidf__acoustic,-0.2013781798992498
terms_abstract_tfidf__acquired,-0.04228351735030208
terms_abstract_tfidf__acquisition,-0.10894477068490999
terms_abstract_tfidf__act,-0.011760067143337475
terms_abstract_tfidf__action,0.08880437144456378
terms_abstract_tfidf__action observation,0.1440826729920073
terms_abstract_tfidf__actions,0.08276888026917821
terms_abstract_tfidf__activate,0.11880600796126649
terms_abstract_tfidf__activates,0.02939195805966974
terms_abstract_tfidf__activations,0.14127953971913035
terms_abstract_tfidf__active,0.04215930245340533
terms_abstract_tfidf__actively,0.05248155536679834
terms_abstract_tfidf__activities,0.03205867526160671
terms_abstract_tfidf__acts,0.020253660835345758
terms_abstract_tfidf__actual,0.07212722545717458
terms_abstract_tfidf__actually,0.06373855994752219
terms_abstract_tfidf__acute,-0.06046514798115894
terms_abstract_tfidf__ad,-0.0681447625613118
terms_abstract_tfidf__adaptation,0.14104460250156048
terms_abstract_tfidf__adapted,-0.012147618673712245
terms_abstract_tfidf__adaptive,-0.08124695727427594
terms_abstract_tfidf__add,0.0657137989140976
terms_abstract_tfidf__addiction,-0.04143423237829117
terms_abstract_tfidf__addition,0.05792598430711774
terms_abstract_tfidf__additional,0.10614774437884629
terms_abstract_tfidf__additionally,-0.04329887862689841
terms_abstract_tfidf__addressed,-0.013352904364152148
terms_abstract_tfidf__adhd,-0.051814059778139604
terms_abstract_tfidf__adjacent,0.015855529185121203
terms_abstract_tfidf__administered,-0.012455173391854077
terms_abstract_tfidf__administration,-0.049135303084586635
terms_abstract_tfidf__adolescence,0.03378504011633998
