feature,r
terms_abstract_tfidf__001,-0.10224947311768509
terms_abstract_tfidf__01,-0.056161924424212466
terms_abstract_tfidf__05,-0.046364520977645665
terms_abstract_tfidf__10,-0.15753465913274975
terms_abstract_tfidf__100,-0.08698507020503803
terms_abstract_tfidf__11,-0.0644056438390778
terms_abstract_tfidf__12,-0.0682999691300705
terms_abstract_tfidf__12 healthy,-0.030725257644541315
terms_abstract_tfidf__13,-0.09562437939396716
terms_abstract_tfidf__14,-0.02577197947715835
terms_abstract_tfidf__14 healthy,0.019328366851109995
terms_abstract_tfidf__15,-0.06067703817591667
terms_abstract_tfidf__15 healthy,-0.033323990721743496
terms_abstract_tfidf__16,-0.09635979830768211
terms_abstract_tfidf__16 healthy,-0.10848215947653808
terms_abstract_tfidf__17,-0.0679278001025509
terms_abstract_tfidf__18,-0.02767778762987268
terms_abstract_tfidf__18 healthy,-0.019111347999667943
terms_abstract_tfidf__19,-0.011495490541538646
terms_abstract_tfidf__20,-0.04626693413298522
terms_abstract_tfidf__20 healthy,-0.008814405919989696
terms_abstract_tfidf__200,0.01855470738278175
terms_abstract_tfidf__2014,-0.018881222024629423
terms_abstract_tfidf__21,-0.04807605220860469
terms_abstract_tfidf__22,-0.03213392841479687
terms_abstract_tfidf__23,-0.08199622246882987
terms_abstract_tfidf__24,-0.08611361171160532
terms_abstract_tfidf__25,-0.05981254788900562
terms_abstract_tfidf__26,-0.005095055663620909
terms_abstract_tfidf__27,-0.037085091306233435
terms_abstract_tfidf__28,-0.05196651657720054
terms_abstract_tfidf__29,-0.021238016685091243
terms_abstract_tfidf__30,-0.04706096967690333
terms_abstract_tfidf__31,-0.09261506828524065
terms_abstract_tfidf__32,-0.12307656292433676
terms_abstract_tfidf__33,-0.055945170847422315
terms_abstract_tfidf__34,-0.11066362246467075
terms_abstract_tfidf__35,-0.09285779332699029
terms_abstract_tfidf__36,-0.00046343665456049696
terms_abstract_tfidf__37,-0.0004994760914208119
terms_abstract_tfidf__38,-0.08709827563761581
terms_abstract_tfidf__39,-0.041565234620611693
terms_abstract_tfidf__3d,0.1369072697785293
terms_abstract_tfidf__3t,-0.07223399507236482
terms_abstract_tfidf__40,0.013398891291921287
terms_abstract_tfidf__41,-0.0280406696736983
terms_abstract_tfidf__42,-0.028595507382763247
terms_abstract_tfidf__43,-0.06771122691513698
terms_abstract_tfidf__44,-0.015524834135125641
terms_abstract_tfidf__45,0.038068684423974535
terms_abstract_tfidf__46,-0.12810807677836075
terms_abstract_tfidf__47,-0.03115921124217127
terms_abstract_tfidf__48,-0.05100897103027961
terms_abstract_tfidf__49,-0.06161897948195139
terms_abstract_tfidf__50,-0.11378449460742808
terms_abstract_tfidf__60,-0.0024503136295760015
terms_abstract_tfidf__70,-0.03593212186853883
terms_abstract_tfidf__75,-0.03570478823269587
terms_abstract_tfidf__80,0.014800113227194196
terms_abstract_tfidf__90,0.03094500466191738
terms_abstract_tfidf__aberrant,-0.15383680372473713
terms_abstract_tfidf__abilities,0.09102387955243384
terms_abstract_tfidf__ability,0.04771085960037808
terms_abstract_tfidf__able,-0.027150097436303193
terms_abstract_tfidf__abnormal,-0.06986321810593234
terms_abstract_tfidf__abnormalities,-0.07357905546209237
terms_abstract_tfidf__abnormality,-0.08846478178191645
terms_abstract_tfidf__absence,0.04035607468646387
terms_abstract_tfidf__absent,-0.023305984466402013
terms_abstract_tfidf__abstract,0.17481541508688417
terms_abstract_tfidf__abuse,-0.10006885931140864
terms_abstract_tfidf__acc,-0.2136433412126874
terms_abstract_tfidf__access,0.0760854239837256
terms_abstract_tfidf__accompanied,-0.05252415921071007
terms_abstract_tfidf__accordance,-0.006037178487088528
terms_abstract_tfidf__according,0.04215446426165999
terms_abstract_tfidf__accordingly,0.043733057868688155
terms_abstract_tfidf__account,0.010938404877848279
terms_abstract_tfidf__accounted,-0.038977652368126815
terms_abstract_tfidf__accounts,-0.005873801436704801
terms_abstract_tfidf__accumbens,-0.166799996038232
terms_abstract_tfidf__accuracy,-0.0703252983866099
terms_abstract_tfidf__accurate,0.06165819919523415
terms_abstract_tfidf__accurately,-0.007382694237606922
terms_abstract_tfidf__achieve,-0.006759866322106536
terms_abstract_tfidf__achieved,0.035181854550391016
terms_abstract_tfidf__acoustic,-0.007045326244402829
terms_abstract_tfidf__acquired,0.01552244719996768
terms_abstract_tfidf__acquisition,-0.001793872860828666
terms_abstract_tfidf__act,0.03592097114853609
terms_abstract_tfidf__action,0.13887949380876485
terms_abstract_tfidf__action observation,0.1913355154443714
terms_abstract_tfidf__actions,0.18723595823183056
terms_abstract_tfidf__activate,0.06676876441378171
terms_abstract_tfidf__activates,0.07173522443707378
terms_abstract_tfidf__activations,0.0009750225298998987
terms_abstract_tfidf__active,-0.007639470542596364
terms_abstract_tfidf__actively,0.02950336263356718
terms_abstract_tfidf__activities,0.023160999060048575
terms_abstract_tfidf__acts,0.027701959591979308
terms_abstract_tfidf__actual,-0.08683015022206605
terms_abstract_tfidf__actually,-0.024894257015764566
terms_abstract_tfidf__acute,-0.13069360187780837
terms_abstract_tfidf__ad,0.047726534651322455
terms_abstract_tfidf__adaptation,0.0872377603573608
terms_abstract_tfidf__adapted,-0.04572397507472451
terms_abstract_tfidf__adaptive,-0.15394451623106556
terms_abstract_tfidf__add,-0.013077668467019254
terms_abstract_tfidf__addiction,-0.12925101644337011
terms_abstract_tfidf__addition,-0.011938645452288421
terms_abstract_tfidf__additional,0.058400311428934835
terms_abstract_tfidf__additionally,0.008158283917586074
terms_abstract_tfidf__addressed,0.047852883642270055
terms_abstract_tfidf__adhd,-0.111761736746464
terms_abstract_tfidf__adjacent,0.03192831643509814
terms_abstract_tfidf__administered,-0.07417984108278565
terms_abstract_tfidf__administration,-0.1004016441809865
terms_abstract_tfidf__adolescence,-0.07511698762901037
terms_abstract_tfidf__adolescent,-0.12424644940166911
terms_abstract_tfidf__adolescents,-0.06886195659228289
terms_abstract_tfidf__adopted,0.014238219024269496
terms_abstract_tfidf__adult,0.01592870639718428
terms_abstract_tfidf__adulthood,-0.024125635869186854
terms_abstract_tfidf__adults,-0.06259343596793228
terms_abstract_tfidf__advance,0.024772827394657457
terms_abstract_tfidf__advanced,0.020579754760082773
terms_abstract_tfidf__advances,-0.043153370946911275
terms_abstract_tfidf__advantage,0.05923460941047274
terms_abstract_tfidf__affect,-0.038344505222077996
terms_abstract_tfidf__affected,0.04607186101446048
terms_abstract_tfidf__affecting,0.05746122455883808
terms_abstract_tfidf__affective,-0.07419214526319273
terms_abstract_tfidf__affects,-0.050976981775834346
terms_abstract_tfidf__age,-0.05844038619021256
terms_abstract_tfidf__age controls,0.07366429484091341
terms_abstract_tfidf__age gender,-0.06850047161300594
terms_abstract_tfidf__age groups,-0.002662950073692719
terms_abstract_tfidf__age healthy,0.026898575313562434
terms_abstract_tfidf__age sex,-0.03305658214727223
