feature,r
terms_abstract_tfidf__001,0.03304001459024862
terms_abstract_tfidf__01,0.049506822971153754
terms_abstract_tfidf__05,0.036531112158289934
terms_abstract_tfidf__10,-0.01822614818977374
terms_abstract_tfidf__100,0.03212636231467902
terms_abstract_tfidf__11,0.018925373908781507
terms_abstract_tfidf__12,-0.0469236508535638
terms_abstract_tfidf__12 healthy,-0.06014907164811525
terms_abstract_tfidf__13,-0.021891355835919547
terms_abstract_tfidf__14,0.03289896420222448
terms_abstract_tfidf__14 healthy,0.05697954721352086
terms_abstract_tfidf__15,-0.028664087304296402
terms_abstract_tfidf__15 healthy,-0.012537601446290554
terms_abstract_tfidf__16,0.039656503377006845
terms_abstract_tfidf__16 healthy,0.028859187042868318
terms_abstract_tfidf__17,0.06882457001356222
terms_abstract_tfidf__18,0.07214941098079904
terms_abstract_tfidf__18 healthy,-0.03702690931999627
terms_abstract_tfidf__19,0.10657262303300771
terms_abstract_tfidf__20,0.09750573809456448
terms_abstract_tfidf__20 healthy,0.13016617369581332
terms_abstract_tfidf__200,-0.009788147155360383
terms_abstract_tfidf__2014,0.06560359863146745
terms_abstract_tfidf__21,0.037802905021369466
terms_abstract_tfidf__22,0.06638170825752478
terms_abstract_tfidf__23,0.0630361049150443
terms_abstract_tfidf__24,0.03465057931162882
terms_abstract_tfidf__25,0.08519722622739867
terms_abstract_tfidf__26,0.062055362318556385
terms_abstract_tfidf__27,0.07467114716537
terms_abstract_tfidf__28,0.03269039061360009
terms_abstract_tfidf__29,0.1339051565544733
terms_abstract_tfidf__30,0.03270039877947636
terms_abstract_tfidf__31,0.06880068368661557
terms_abstract_tfidf__32,0.02760739567107289
terms_abstract_tfidf__33,0.009446438292549906
terms_abstract_tfidf__34,0.08046203381186028
terms_abstract_tfidf__35,0.011559806225303079
terms_abstract_tfidf__36,0.009359682998421534
terms_abstract_tfidf__37,-0.026399177764207294
terms_abstract_tfidf__38,0.01466507023239742
terms_abstract_tfidf__39,0.06393557269955208
terms_abstract_tfidf__3d,0.060050522459599985
terms_abstract_tfidf__3t,0.00912315269383663
terms_abstract_tfidf__40,0.014319631142211728
terms_abstract_tfidf__41,0.04347527301926022
terms_abstract_tfidf__42,0.014777479163085768
terms_abstract_tfidf__43,-0.018523383409218927
terms_abstract_tfidf__44,-0.1533343541457709
terms_abstract_tfidf__45,-0.12489704372685596
terms_abstract_tfidf__46,-0.13143638080891476
terms_abstract_tfidf__47,-0.05761335345865302
terms_abstract_tfidf__48,0.034160784072031665
terms_abstract_tfidf__49,-0.010613574285322256
terms_abstract_tfidf__50,0.03308062363059322
terms_abstract_tfidf__60,0.0444451105287165
terms_abstract_tfidf__70,0.0660011042969763
terms_abstract_tfidf__75,0.07576530581303888
terms_abstract_tfidf__80,0.03220990380674652
terms_abstract_tfidf__90,0.08946698690629105
terms_abstract_tfidf__aberrant,0.1145083797039182
terms_abstract_tfidf__abilities,0.015901978660961828
terms_abstract_tfidf__ability,-0.04404291827628371
terms_abstract_tfidf__able,-0.09183505612873566
terms_abstract_tfidf__abnormal,0.13803522836745155
terms_abstract_tfidf__abnormalities,0.11439155516381735
terms_abstract_tfidf__abnormality,-0.014154962273936507
terms_abstract_tfidf__absence,0.035303879879265594
terms_abstract_tfidf__absent,-0.11801727677136459
terms_abstract_tfidf__abstract,-0.04645156139519973
terms_abstract_tfidf__abuse,0.025760397428336072
terms_abstract_tfidf__acc,-0.0651958501005569
terms_abstract_tfidf__access,0.0015977410227032258
terms_abstract_tfidf__accompanied,-0.012612191012328309
terms_abstract_tfidf__accordance,0.020126987101281024
terms_abstract_tfidf__according,-0.07201275312677695
terms_abstract_tfidf__accordingly,0.010798327300913353
terms_abstract_tfidf__account,-0.008523155793178692
terms_abstract_tfidf__accounted,-0.0464311465892916
terms_abstract_tfidf__accounts,-0.01078643092542126
terms_abstract_tfidf__accumbens,-0.0017505238178516563
terms_abstract_tfidf__accuracy,-0.03037140415130162
terms_abstract_tfidf__accurate,0.016188067671095895
terms_abstract_tfidf__accurately,-0.03600317162442958
terms_abstract_tfidf__achieve,0.028434348679557533
terms_abstract_tfidf__achieved,0.0592041126896777
terms_abstract_tfidf__acoustic,-0.028456323849312595
terms_abstract_tfidf__acquired,0.08334914975649572
terms_abstract_tfidf__acquisition,-0.09592055393928603
terms_abstract_tfidf__act,0.0012449019485661545
terms_abstract_tfidf__action,-0.12071967128457269
terms_abstract_tfidf__action observation,-0.05022998647193449
terms_abstract_tfidf__actions,-0.08051455811329801
terms_abstract_tfidf__activate,-0.10492355331424935
terms_abstract_tfidf__activates,-0.10216535132937107
terms_abstract_tfidf__activations,-0.13142979658424941
terms_abstract_tfidf__active,-0.05895391683964299
terms_abstract_tfidf__actively,-0.07055773205293556
terms_abstract_tfidf__activities,-0.0003020943613970381
terms_abstract_tfidf__acts,-0.08193028232027554
terms_abstract_tfidf__actual,-0.0852860490593704
terms_abstract_tfidf__actually,-0.05972453163636712
terms_abstract_tfidf__acute,0.06133410123075679
