feature,r
terms_abstract_tfidf__001,0.04664136975476431
terms_abstract_tfidf__01,0.05773750166131454
terms_abstract_tfidf__05,0.05636693914540003
terms_abstract_tfidf__10,0.10959992546923689
terms_abstract_tfidf__100,0.07021127815773341
terms_abstract_tfidf__11,0.06031750788876393
terms_abstract_tfidf__12,0.1032068061714407
terms_abstract_tfidf__12 healthy,0.05345936636206033
terms_abstract_tfidf__13,0.08229145602139372
terms_abstract_tfidf__14,-0.032243909999787365
terms_abstract_tfidf__14 healthy,-0.027864342225107593
terms_abstract_tfidf__15,0.09722843307175538
terms_abstract_tfidf__15 healthy,0.03357769955473047
terms_abstract_tfidf__16,0.029436957060323607
terms_abstract_tfidf__16 healthy,0.03133049345998468
terms_abstract_tfidf__17,-0.014664319541504697
terms_abstract_tfidf__18,0.021632277680707114
terms_abstract_tfidf__18 healthy,0.052852901833138
terms_abstract_tfidf__19,-0.07655581297197779
terms_abstract_tfidf__20,-0.008275537060905917
terms_abstract_tfidf__20 healthy,-0.06865786537551022
terms_abstract_tfidf__200,0.00014030180380880165
terms_abstract_tfidf__2014,-0.026875069520063875
terms_abstract_tfidf__21,0.0377297637926001
terms_abstract_tfidf__22,0.02155189806169177
terms_abstract_tfidf__23,0.03891411577552681
terms_abstract_tfidf__24,0.05346447384131655
terms_abstract_tfidf__25,0.02784842155381343
terms_abstract_tfidf__26,0.02992512042996919
terms_abstract_tfidf__27,0.01787225735942506
terms_abstract_tfidf__28,0.0381439866429647
terms_abstract_tfidf__29,-0.019318405700914778
terms_abstract_tfidf__30,0.0822705342052743
terms_abstract_tfidf__31,0.039984935549545596
terms_abstract_tfidf__32,0.08222064298070762
terms_abstract_tfidf__33,0.010961301239875883
terms_abstract_tfidf__34,0.049507129451062955
terms_abstract_tfidf__35,0.0029702530827320373
terms_abstract_tfidf__36,0.006194929908185685
terms_abstract_tfidf__37,-0.005875037879755761
terms_abstract_tfidf__38,0.046908862131804126
terms_abstract_tfidf__39,0.006200942215215026
terms_abstract_tfidf__3d,-0.1633142147145374
terms_abstract_tfidf__3t,0.061834527666095734
